"R0000100","R0618301","T4112300"
8008,-5,-5
8009,28371,22322
8010,39450,4389
8011,11900,73220
8012,84749,-5
8013,56526,200000
8014,4891,-5
8015,7890,-5
8016,3231,-5
8017,7945,-5
8018,23561,-5
8019,-5,-5
8020,-4,-1
8021,53329,-5
8022,27045,-2
8023,31219,-5
8024,14549,-5
8025,7308,90000
8026,26536,50000
8027,54294,24000
8028,17862,-2
8029,22834,-5
8030,15101,-5
8031,13243,-5
8032,50780,12000
8033,31914,-2
8034,6499,172000
8035,31881,24000
8036,24858,67500
8037,66555,-5
8038,86086,136480
8039,16240,-5
8040,31658,497763
8041,56248,9600
8042,73708,-5
8043,54997,-5
8044,32407,252100
8045,25517,-5
8046,86735,497763
8047,18019,34034
8048,18812,26007
8049,40973,24000
8050,22196,-5
8051,22577,-5
8052,11423,-5
8053,49363,-5
8054,66423,-5
8055,49397,-5
8056,94005,-5
8057,3646,21048
8058,-4,-2
8059,98,8988
8060,-5,-5
8061,13290,8000
8062,3620,-5
8063,10975,46000
8064,4522,40000
8065,11349,-5
8066,4569,-5
8067,12344,-5
8068,37411,-5
8069,37837,54280
8070,6316,-5
8071,95808,-5
8072,77510,-5
8073,27077,-5
8074,48121,76000
8075,53505,-5
8076,65855,-5
8077,37902,208000
8078,44985,92000
8079,11357,-5
8080,56873,-5
8081,42052,-5
8082,57120,-5
8083,36068,-2
8084,41118,-5
8085,69478,-5
8086,87288,-5
8087,92868,56616
8088,51475,-5
8089,80480,-5
8090,78305,-5
8091,11281,-5
8092,88888,-5
8093,-5,0
8094,3266,-5
8095,19893,-5
8096,7524,60000
8097,37594,-5
8098,11655,-5
8099,-4,-5
8100,2697,27000
8101,4449,-5
8102,93,15600
8103,0,38000
8104,64079,0
8105,46671,81516
8106,9412,91000
8107,222,50000
8108,20466,-5
8109,13150,-5
8110,49594,40500
8111,54706,75000
8112,3062,-5
8113,69282,58728
8114,8092,-5
8115,11550,45000
8116,5099,0
8117,59060,55625
8118,74779,-5
8119,96278,-5
8120,61650,229220
8121,43335,50000
8122,-5,-5
8123,58628,215000
8124,9839,-1
8125,3837,-5
8126,68759,25000
8127,16822,114000
8128,4067,-1
8129,27647,43000
8130,70736,-5
8131,49884,-5
8132,77756,-5
8133,79299,17892
8134,82046,-5
8135,90940,-5
8136,52224,-5
8137,88775,-5
8138,54403,50710
8139,56142,55000
8140,8727,56000
8141,4599,101000
8142,36433,190000
8143,10970,55000
8144,15939,-5
8145,52235,83000
8146,27836,-2
8147,36696,-5
8148,39196,35000
8149,65001,52650
8150,83533,54800
8151,10430,46000
8152,44121,93000
8153,30847,-5
8154,16365,-2
8155,19101,103200
8156,33393,106620
8157,68154,-5
8158,24099,73000
8159,7676,53248
8160,21965,94800
8161,609,-2
8162,28291,160000
8163,79749,120000
8164,23275,-5
8165,55181,20400
8166,97521,-5
8167,94908,-5
8168,14081,-5
8169,28073,-5
8170,65886,104760
8171,68925,-5
8172,67700,-5
8173,1335,26000
8174,4214,30000
8175,14763,35000
8176,10003,-5
8177,0,57000
8178,8061,34000
8179,20583,70000
8180,202,-5
8181,17154,120000
8182,6637,0
8183,1522,2332
8184,11208,-2
8185,9422,-5
8186,923,5000
8187,33028,-5
8188,2184,-5
8189,5014,-5
8190,2330,-5
8191,48565,28600
8192,55879,-5
8193,53065,191000
8194,741,75000
8195,10295,-5
8196,30371,-5
8197,6793,11000
8198,0,2080
8199,-4,-5
8200,9733,4500
8201,15715,27000
8202,177,-2
8203,28366,-5
8204,8686,-5
8205,5389,-5
8206,33437,-5
8207,8082,-2
8208,51492,161000
8209,6570,70000
8210,11889,-5
8211,1611,-2
8212,71745,-5
8213,13505,13000
8214,3179,130000
8215,52358,25000
8216,4955,36000
8217,63738,242000
8218,58602,28010
8219,53782,84000
8220,-4,-5
8221,47603,-5
8222,60538,-5
8223,39063,-5
8224,26932,48000
8225,52142,-5
8226,91372,132000
8227,81523,497763
8228,79300,80000
8229,38025,100000
8230,92,-5
8231,299,-5
8232,2321,21500
8233,8512,-5
8234,7766,-5
8235,70174,148610
8236,76108,250000
8237,88227,150000
8238,43497,94000
8239,48186,37560
8240,16977,-1
8241,44251,-5
8242,50324,-5
8243,51192,61800
8244,15081,35000
8245,4910,8376
8246,21407,-5
8247,2539,-2
8248,9631,-5
8249,20994,64000
8250,424,2621
8251,35833,28000
8252,23612,-5
8253,4440,7632
8254,2512,-2
8255,8246,-1
8256,20702,108450
8257,16264,210000
8258,949,-5
8259,2273,31635
8260,9990,-5
8261,14532,16000
8262,14484,183000
8263,77383,50000
8264,5388,41000
8265,6997,131500
8266,6999,-2
8267,19994,37000
8268,25331,146000
8269,548,14340
8270,31231,35800
8271,25371,46000
8272,26420,-2
8273,70095,130000
8274,0,43124
8275,34679,73600
8276,29045,72720
8277,19454,-5
8278,5172,-5
8279,18460,32836
8280,179,-5
8281,34227,-5
8282,35843,40000
8283,2653,-5
8284,-5,-5
8285,25175,-5
8286,16944,70000
8287,3695,45000
8288,14237,-5
8289,15471,22176
8290,17772,37000
8291,28030,9000
8292,102,69168
8293,26316,538
8294,16176,46533
8295,16769,86001
8296,4115,43000
8297,-4,-2
8298,200,4320
8299,82651,88000
8300,88647,108000
8301,17504,45000
8302,65576,55000
8303,55392,-1
8304,58643,115000
8305,3244,23600
8306,11151,-5
8307,-4,-2
8308,16405,-5
8309,7705,57000
8310,-5,-5
8311,86154,-5
8312,48520,-5
8313,20087,-5
8314,19035,15600
8315,31291,150000
8316,60048,42000
8317,45237,38091
8318,35047,-5
8319,45108,56747
8320,49894,5400
8321,19335,12000
8322,5947,10932
8323,42231,48000
8324,43726,-5
8325,24835,-5
8326,27766,-5
8327,4145,18792
8328,26069,-2
8329,7472,22100
8330,9043,11000
8331,9937,22400
8332,1783,-5
8333,43342,-2
8334,15368,67600
8335,23293,-5
8336,34381,-5
8337,27526,44500
8338,45242,-5
8339,51835,40000
8340,39079,37510
8341,71803,-5
8342,20350,18024
8343,15960,11000
8344,8411,-1
8345,13128,30000
8346,40182,126000
8347,9386,-5
8348,32644,65000
8349,12684,62000
8350,-4,-5
8351,34542,55000
8352,20419,72000
8353,1128,-2
8354,8765,45220
8355,32758,-5
8356,-4,-2
8357,13499,165008
8358,-4,-5
8359,-4,88600
8360,31519,0
8361,52383,168000
8362,28158,-5
8363,84682,-5
8364,11259,22800
8365,49933,-5
8366,6861,-5
8367,14090,15000
8368,48994,-5
8369,58519,-5
8370,27633,-5
8371,50710,-5
8372,99550,-5
8373,32104,-5
8374,43846,72000
8375,25098,24000
8376,11542,13500
8377,8910,18732
8378,19015,-2
8379,50214,60000
8380,15790,82600
8381,60232,38200
8382,38513,55000
8383,5264,15000
8384,2995,81500
8385,14942,19570
8386,70056,-2
8387,20198,-5
8388,8238,35000
8389,13984,-2
8390,32505,103600
8391,28111,108080
8392,76373,103100
8393,6147,19730
8394,9944,-2
8395,58898,-2
8396,32684,-5
8397,12896,-5
8398,31179,68600
8399,15769,-2
8400,5480,-5
8401,4739,42000
8402,31837,33000
8403,28121,-5
8404,23188,-5
8405,1566,10080
8406,10619,35700
8407,1925,60000
8408,40191,-2
8409,65532,182400
8410,-4,-5
8411,32471,-5
8412,11226,-2
8413,24112,50000
8414,70044,96000
8415,21215,100000
8416,41197,138000
8417,54052,55300
8418,25104,-5
8419,49720,-5
8420,19095,-2
8421,24978,70000
8422,56957,53000
8423,21014,42000
8424,15883,-5
8425,49896,-5
8426,37612,-5
8427,10548,-5
8428,26329,-1
8429,30014,-5
8430,80012,41000
8431,46333,153000
8432,668,-1
8433,11794,100312
8434,49053,148000
8435,74825,-5
8436,-4,-5
8437,62048,-5
8438,1088,-5
8439,16220,-5
8440,11154,-5
8441,16563,10800
8442,4638,0
8443,49509,-5
8444,38427,-5
8445,33043,-5
8446,3226,-5
8447,-4,-5
8448,47462,-5
8449,42068,-5
8450,-5,-5
8451,-5,-5
8452,1468,-5
8453,62234,-5
8454,86353,-5
8455,23513,-5
8456,66591,-5
8457,18772,-5
8458,57115,-5
8459,14970,-5
8460,8715,-5
8461,34623,30000
8462,17066,-5
8463,74528,143000
8464,79159,-5
8465,43518,-5
8466,42982,-5
8467,22718,-5
8468,76359,111000
8469,57930,96000
8470,32590,-5
8471,30020,-5
8472,27255,-5
8473,37275,14072
8474,30210,-5
8475,1687,7825
8476,20053,-5
8477,6760,-2
8478,19790,0
8479,31705,-1
8480,13867,95500
8481,5854,30000
8482,9675,41000
8483,12412,68000
8484,59073,-5
8485,16079,10200
8486,26466,-5
8487,5656,-5
8488,79867,105500
8489,45787,134600
8490,22593,-1
8491,57341,-5
8492,41820,28600
8493,18718,16000
8494,7288,15000
8495,9521,30000
8496,35673,-5
8497,38066,32000
8498,32552,48000
8499,21531,-2
8500,17273,24000
8501,0,13680
8502,21625,60000
8503,14237,25000
8504,7956,107000
8505,9042,-5
8506,22034,12000
8507,-4,0
8508,9005,8400
8509,21514,70000
8510,36793,9672
8511,24845,-1
8512,25359,80000
8513,28165,70000
8514,26914,-5
8515,74705,-5
8516,83349,-5
8517,44636,20400
8518,57399,-5
8519,49659,-5
8520,93048,-5
8521,29753,-5
8522,23152,-5
8523,16531,-5
8524,68789,-5
8525,54964,-5
8526,5900,-5
8527,11967,-5
8528,21747,-5
8529,30751,-5
8530,23129,-5
8531,18970,-5
8532,14330,66000
8533,81681,-5
8534,92967,-5
8535,25120,-2
8536,31218,29032
8537,32381,-5
8538,1172,-5
8539,8230,-2
8540,21240,50000
8541,30960,20000
8542,46202,-5
8543,50950,-5
8544,14982,-5
8545,47019,-5
8546,51511,-5
8547,6337,-5
8548,48630,-5
8549,69897,30000
8550,12387,-5
8551,52886,-5
8552,32494,-5
8553,57327,76500
8554,55550,-5
8555,31078,-5
8556,25434,-5
8557,2663,-2
8558,37583,40000
8559,20726,-2
8560,41190,140000
8561,16445,8304
8562,26757,-5
8563,35679,-5
8564,18509,-5
8565,13841,-5
8566,42846,-5
8567,599,-5
8568,51516,34000
8569,94,16776
8570,10790,0
8571,8737,-5
8572,33282,-5
8573,1980,5000
8574,1658,46000
8575,1859,-2
8576,15222,8000
8577,18058,42000
8578,8903,25000
8579,7052,2400
8580,1442,-2
8581,5292,-5
8582,16019,40000
8583,25467,40840
8584,11249,-5
8585,27785,-5
8586,2995,48200
8587,7410,-5
8588,43602,-2
8589,7337,-5
8590,6134,-5
8591,2105,-5
8592,3489,-5
8593,16485,-5
8594,2481,-5
8595,233,-5
8596,30157,-5
8597,558,1600
8598,555,2417
8599,9726,-5
8600,981,-5
8601,38316,71600
8602,10315,136000
8603,66135,-5
8604,28857,65000
8605,11561,-2
8606,28366,-5
8607,30676,-5
8608,51105,4308
8609,34034,8000
8610,91060,-5
8611,92019,-5
8612,46149,40000
8613,19766,-5
8614,10536,8275
8615,8478,19000
8616,36410,-5
8617,12182,130000
8618,12601,107800
8619,42241,20907
8620,26936,25000
8621,9087,-5
8622,12108,20000
8623,56785,-1
8624,-4,60800
8625,39652,132040
8626,3057,-2
8627,1577,-2
8628,12050,19300
8629,1568,-5
8630,4394,28000
8631,270,16800
8632,32155,-5
8633,27317,19000
8634,22506,40500
8635,48915,-5
8636,20606,88050
8637,61915,-5
8638,43066,-5
8639,10759,-5
8640,65350,58000
8641,14078,20000
8642,20180,21038
8643,13036,-2
8644,11121,-1
8645,10272,0
8646,16359,-5
8647,4511,-5
8648,29207,152846
8649,5432,2400
8650,7079,-2
8651,2727,20000
8652,33710,65000
8653,15197,-1
8654,651,-5
8655,38804,0
8656,5963,-5
8657,3947,0
8658,28209,94000
8659,38672,-5
8660,24396,-5
8661,26126,56000
8662,5943,4380
8663,37193,42623
8664,21843,63259
8665,20197,64128
8666,21374,-5
8667,14360,48000
8668,26410,-1
8669,3684,84600
8670,26755,-1
8671,-5,-5
8672,911,-5
8673,38563,27744
8674,9741,-5
8675,-4,-2
8676,-4,-1
8677,11230,0
8678,2343,1300
8679,6617,50500
8680,21339,64075
8681,20572,115000
8682,877,-2
8683,9654,0
8684,15258,29000
8685,29508,60000
8686,7670,-5
8687,18007,-5
8688,8567,-2
8689,3650,28000
8690,18678,37200
8691,764,6952
8692,7604,-2
8693,15236,107000
8694,24573,89686
8695,5758,8376
8696,14939,108000
8697,16994,119080
8698,38892,85000
8699,23176,-5
8700,73668,-5
8701,36831,-5
8702,37223,-5
8703,61635,-5
8704,17214,50000
8705,13519,-2
8706,37783,245075
8707,52328,-5
8708,5454,66700
8709,-4,19000
8710,-4,19000
8711,17336,-5
8712,-4,-5
8713,17680,-5
8714,16829,-5
8715,27744,-5
8716,69794,-5
8717,34989,-5
8718,72078,-5
8719,11045,-5
8720,26414,-5
8721,23882,-5
8722,61999,50000
8723,24006,-5
8724,54186,1600
8725,29876,33420
8726,2059,46000
8727,17730,83000
8728,72436,-5
8729,96764,-5
8730,963,-5
8731,10073,-5
8732,-4,-5
8733,-4,-5
8734,71670,-5
8735,84628,-5
8736,23337,-5
8737,2282,-5
8738,60483,-5
8739,16405,-5
8740,70230,13740
8741,40836,98590
8742,71409,-5
8743,42092,-5
8744,39756,-5
8745,62992,-5
8746,53663,-5
8747,40773,-5
8748,64837,-5
8749,18298,50541
8750,33417,-5
8751,35669,-5
8752,31658,-5
8753,17294,-5
8754,26667,-5
8755,3118,-5
8756,62737,-5
8757,7272,-5
8758,63096,-5
8759,84121,100200
8760,46383,-5
8761,28243,-5
8762,8576,-5
8763,62616,-5
8764,44328,-5
8765,30903,-5
8766,19966,-5
8767,12607,-5
8768,86161,-5
8769,64235,-5
8770,18877,-5
8771,7592,-5
8772,17983,-5
8773,-4,-5
8774,96317,-5
8775,78447,-5
8776,61654,-5
8777,66749,-5
8778,30260,-5
8779,58342,-5
8780,31016,-5
8781,29837,-5
8782,94688,-5
8783,75303,-5
8784,51654,-5
8785,8912,-5
8786,17700,-5
8787,7868,28000
8788,49303,-5
8789,1485,8532
8790,11875,64100
8791,10086,2400
8792,81294,20000
8793,43984,44000
8794,28781,28200
8795,31811,-5
8796,51531,-5
8797,11962,-5
8798,-5,-5
8799,32517,-5
8800,15184,-5
8801,51358,-5
8802,32808,-5
8803,1665,-5
8804,36711,-5
8805,48087,-5
8806,82343,-5
8807,47444,-5
8808,12553,-5
8809,15801,-5
8810,18930,-1
8811,6079,41080
8812,1712,11820
8813,15837,80000
8814,7244,11340
8815,35277,77000
8816,48244,-5
8817,90778,-5
8818,21913,42000
8819,55045,-5
8820,79331,-5
8821,94334,-5
8822,42609,-5
8823,51081,-5
8824,62463,-5
8825,73739,-5
8826,84710,-5
8827,57460,-5
8828,40785,-5
8829,87495,-5
8830,91575,-5
8831,67447,-5
8832,24945,-5
8833,91610,-5
8834,8548,-5
8835,18241,-5
8836,76620,-5
8837,47554,-5
8838,65630,-5
8839,56173,-5
8840,16092,24000
8841,55740,-5
8842,81450,-5
8843,7197,-5
8844,23489,-5
8845,89626,-5
8846,61616,-5
8847,77498,-5
8848,21529,-5
8849,23213,-5
8850,483,-5
8851,57647,-5
8852,4367,-2
8853,37661,2000
8854,12040,-2
8855,51674,53000
8856,39498,12760
8857,30258,100500
8858,47502,-5
8859,52504,23000
8860,20313,-5
8861,54147,-2
8862,65934,-5
8863,56183,96500
8864,9678,40050
8865,1849,1000
8866,37457,41320
8867,16756,0
8868,17637,21000
8869,3084,21392
8870,12625,9547
8871,26747,52000
8872,8236,67000
8873,41296,-5
8874,51875,-5
8875,16104,20475
8876,47696,-2
8877,21165,-5
8878,32112,-5
8879,37111,70500
8880,29702,166900
8881,12711,90000
8882,29641,10272
8883,19504,24000
8884,-5,-5
8885,45086,-5
8886,19334,40000
8887,5759,-5
8888,7427,19000
8889,34314,77000
8890,39998,89000
8891,61727,-5
8892,3793,-5
8893,38413,60456
8894,43567,-5
8895,6531,0
8896,50806,52000
8897,46449,137800
8898,31203,-5
8899,17321,-5
8900,19329,87200
8901,0,0
8902,37882,240000
8903,39667,87592
8904,54974,-5
8905,16545,-2
8906,79920,-5
8907,32839,-2
8908,20308,-2
8909,26139,58000
8910,9609,12596
8911,24157,-2
8912,30864,109470
8913,92142,-5
8914,81673,41000
8915,28976,-2
8916,7955,40000
8917,32330,118000
8918,51209,30516
8919,44134,-5
8920,33346,-2
8921,16055,-5
8922,-5,-5
8923,48546,0
8924,17381,37000
8925,15407,17736
8926,33786,98000
8927,13237,84000
8928,90963,-5
8929,8826,-2
8930,35725,71800
8931,54811,137500
8932,13958,60060
8933,63950,85600
8934,11816,76000
8935,33618,70000
8936,37518,-2
8937,46065,2400
8938,12105,57000
8939,52137,87000
8940,38341,120000
8941,90906,115000
8942,65708,-2
8943,74375,40000
8944,32256,86120
8945,21892,-5
8946,60055,-2
8947,40526,56000
8948,24840,8000
8949,12731,6450
8950,9620,51000
8951,53965,-5
8952,48264,100500
8953,22525,-5
8954,51336,-5
8955,4398,60000
8956,2774,-2
8957,19238,-2
8958,15355,9000
8959,-4,77000
8960,15624,12541
8961,13713,-5
8962,34415,122000
8963,18435,14837
8964,17156,75080
8965,19611,65000
8966,-5,11000
8967,-4,-2
8968,-5,-5
8969,-5,5988
8970,35834,31000
8971,12621,60000
8972,13577,34400
8973,20816,-5
8974,60603,23000
8975,17025,-2
8976,27774,-5
8977,18309,105000
8978,52653,-5
8979,41388,-5
8980,3914,17000
8981,57080,43000
8982,47800,23800
8983,55818,66000
8984,28297,-5
8985,8508,-5
8986,39340,130000
8987,1644,0
8988,14908,-5
8989,2968,-2
8990,5472,-5
8991,11045,-5
8992,4242,10020
8993,510,8400
8994,40654,93000
8995,33966,160000
8996,18981,-2
8997,67738,-5
8998,3450,30000
8999,17943,191452
9000,3329,-5
9001,766,-5
9002,2154,-5
9003,14027,-5
9004,34698,-5
9005,11898,26784
9006,-4,8988
9007,50534,-5
9008,4559,31273
9009,4625,25896
9010,20259,42524
9011,32273,-5
9012,30922,35050
9013,17459,45868
9014,1088,185000
9015,12500,497763
9016,47932,120800
9017,12975,-5
9018,4662,29120
9019,67631,12460
9020,33960,37109
9021,1439,13000
9022,5699,-5
9023,7775,-5
9024,77054,-5
9025,3497,-5
9026,18641,-5
9027,77821,-5
9028,37365,-5
9029,32286,66000
9030,12208,48000
9031,4270,98000
9032,32677,25000
9033,16282,62000
9034,74049,-5
9035,3682,20040
9036,3547,9744
9037,9249,9156
9038,12507,24444
9039,-4,-5
9040,5497,12000
9041,-5,-5
9042,8325,-2
9043,0,-1
9044,11650,58000
9045,45129,25000
9046,4018,8000
9047,15156,2400
9048,26196,84790
9049,2774,0
9050,525,15588
9051,187,-5
9052,1999,7424
9053,2042,-2
9054,383,-5
9055,1449,8806
9056,59486,-5
9057,14933,40000
9058,19026,2400
9059,69315,34000
9060,4698,-5
9061,21326,12400
9062,54176,14000
9063,8817,8892
9064,37690,-2
9065,10737,-1
9066,12730,115000
9067,38843,60000
9068,6715,10000
9069,6783,110000
9070,14983,22000
9071,2202,-5
9072,29399,23940
9073,3351,-5
9074,1044,1543
9075,46301,120000
9076,2222,3000
9077,13469,-2
9078,7492,-5
9079,12964,-5
9080,13216,-2
9081,6535,-2
9082,23267,-5
9083,-5,-5
9084,42046,-5
9085,-5,-5
9086,18762,-5
9087,-4,-5
9088,3812,-5
9089,-5,-5
9090,1715,-5
9091,24569,80000
9092,34777,83000
9093,2004,10500
9094,7223,13920
9095,14880,70000
9096,16127,34000
9097,17382,40000
9098,13606,-5
9099,59367,103000
9100,32559,74000
9101,1262,16400
9102,33854,80000
9103,87791,-5
9104,31673,-5
9105,38767,-5
9106,7495,30000
9107,20581,-2
9108,5028,3600
9109,12457,18000
9110,17864,52000
9111,6508,-5
9112,26823,51000
9113,13366,65000
9114,53274,-5
9115,53750,-2
9116,20713,15000
9117,50682,110000
9118,78285,-5
9119,-4,-5
9120,45893,-5
9121,5380,16800
9122,28771,-5
9123,15660,-5
9124,2761,-5
9125,41889,-5
9126,93030,-5
9127,33255,-5
9128,79207,-5
9129,5847,-5
9130,7332,-5
9131,8030,-5
9132,6764,-5
9133,23782,-5
9134,87747,73000
9135,1912,-5
9136,14248,-5
9137,4272,-5
9138,7133,-5
9139,21064,-5
9140,14008,-5
9141,8595,-5
9142,18089,-5
9143,-5,-5
9144,73405,-2
9145,7457,-5
9146,88465,-5
9147,-5,-5
9148,59246,-5
9149,7008,20948
9150,98106,-5
9151,79499,-5
9152,69323,-5
9153,68060,-5
9154,57593,-5
9155,65461,-5
9156,7412,12000
9157,25268,27552
9158,32309,-5
9159,21848,-5
9160,94007,-5
9161,44210,-5
9162,37236,-5
9163,23953,-5
9164,42608,-5
9165,16069,-5
9166,15872,-5
9167,52139,-5
9168,30515,-5
9169,46894,-5
9170,27505,-5
9171,53607,-5
9172,4736,-5
9173,30455,-5
9174,42476,91390
9175,32652,-5
9176,32710,-5
9177,5441,-5
9178,8767,-5
9179,23196,-5
9180,15414,400
9181,1386,8640
9182,5141,-2
9183,23368,11424
9184,26239,-5
9185,47179,-5
9186,5910,-5
9187,31454,-5
9188,11334,66000
9189,38712,45000
9190,23091,82000
9191,16023,49500
9192,1938,9144
9193,37585,45200
9194,13782,-5
9195,47228,-2
9196,47109,85400
9197,41582,65000
9198,26461,21600
9199,50746,13800
9200,28266,-5
9201,9103,-5
9202,1262,-5
9203,12739,39000
9204,33869,0
9205,3254,-2
9206,7116,32000
9207,96929,-5
9208,24078,-5
9209,74119,-5
9210,51322,-5
9211,65249,-5
9212,75846,-5
9213,83164,-5
9214,10674,11128
9215,35608,86000
9216,44498,0
9217,27441,-5
9218,37128,-5
9219,38744,25000
9220,12922,32000
9221,13090,32340
9222,8018,2400
9223,48125,92600
9224,2311,45000
9225,17346,41600
9226,6475,-5
9227,17881,-5
9228,23182,-5
9229,50092,77010
9230,88767,81500
9231,26723,-5
9232,11201,14412
9233,6229,24000
9234,22089,62292
9235,64462,-5
9236,80285,-5
9237,63707,0
9238,15605,-5
9239,5039,-5
9240,38015,-5
9241,33953,-5
9242,43656,-5
9243,45802,-5
9244,35612,-5
9245,5485,-5
9246,-5,-5
9247,28547,-5
9248,33613,-5
9249,7678,-5
9250,25135,-5
9251,62729,-5
9252,30182,-5
9253,28766,78000
9254,14211,-5
9255,32578,2400
9256,14560,59400
9257,12149,-5
9258,-5,31450
9259,26277,-5
9260,12799,-5
9261,21414,-2
9262,-4,-5
9263,28265,-5
9264,41355,-2
9265,54085,125000
9266,18993,108500
9267,91044,-5
9268,28443,-5
9269,36459,-5
9270,47050,-2
9271,99047,-5
9272,1032,-5
9273,3134,10920
9274,13302,30000
9275,5913,16300
9276,5699,14000
9277,4559,-2
